INSEE_DEP;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2
2;PRESLES ET THIERNY;385;3;1421
2;HANNAPES;315;3;1024
2;MORTEFONTAINE;237;3;1647
2;JUVIGNY;274;3;1731
2;DHUIZEL;115;3;877
2;LEHAUCOURT;886;3;1014
2;NOUVION LE COMTE;253;3;731
2;SISSY;475;3;1050
2;SERY LES MEZIERES;586;3;957
2;VILLERS AGRON AIGUIZY;77;3;1127
2;PAPLEUX;125;3;1235
2;SERGY;155;3;837
2;CLAIRFONTAINE;562;3;1221
2;VILLEMONTOIRE;188;3;1157
2;LAVAQUERESSE;203;3;1097
2;PROUVAIS;311;3;1823
2;NEUVILLE LES DORENGT;382;3;703
2;MACQUIGNY;377;3;1139
2;ETREILLERS;1214;2;1321
2;SILLY LA POTERIE;129;2;607
2;BELLEAU;136;2;1553
2;ARMENTIERES SUR OURCQ;105;2;1447
2;AUTREMENCOURT;169;2;1762
2;RENNEVAL;120;2;676
2;DRAVEGNY;137;2;928
2;HERIE LA VIEVILLE;233;2;751
2;CHAVIGNY;142;2;1524
2;QUIERZY;425;2;1483
2;MOUSSY VERNEUIL;124;2;1374
2;MAYOT;209;2;618
2;HARGICOURT;592;2;1009
2;PETIT VERLY;155;2;921
2;CHAMPS;281;2;1113
2;DORENGT;154;2;702
2;ROYAUCOURT ET CHAILVET;245;2;859
2;OULCHY LA VILLE;120;2;1456
2;LOGNY LES AUBENTON;74;2;755
2;LEURY;107;2;1327
2;BEAUREVOIR;1433;2;592
2;VAUXREZIS;328;2;1975
2;VEUILLY LA POTERIE;152;2;1750
2;NOUVRON VINGRE;231;2;1100
2;ENGLANCOURT;127;2;992
2;EPIEDS;384;2;2168
2;VICHEL NANTEUIL;89;2;1718
2;MURET ET CROUTTES;123;2;946
2;SERAIN;408;2;649
2;HARTENNES ET TAUX;383;2;1260
2;ETOUVELLES;213;2;1190
2;ROUGERIES;240;2;787
2;LEME;436;2;755
2;BUCILLY;189;2;1178
2;CHERET;144;2;1144
2;ROUVROY;513;2;1721
2;DALLON;436;2;2039
2;LAVAL EN LAONNOIS;250;2;1371
2;PARGNY FILAIN;255;2;1263
2;CHAILLEVOIS;178;2;1244
2;VENEROLLES;227;2;687
2;CASTRES;244;2;1078
2;MAAST ET VIOLAINE;147;2;1242
2;ARRANCY;53;2;1503
2;SAINT PIERRE LES FRANQUEVILLE;53;2;646
2;VAUXTIN;40;2;526
2;MONTGRU SAINT HILAIRE;33;2;1634
2;HAUTION;148;2;777
2;VEZILLY;183;2;1324
2;MONTHIERS;161;2;1579
2;CHEVREGNY;190;2;1316
2;COUPRU;154;2;1609
2;CHACRISE;359;2;1271
2;TARTIERS;165;2;1073
2;MONTHUREL;152;2;2437
2;VILLENEUVE SUR FERE;277;2;1498
2;PUISEUX EN RETZ;212;2;1324
2;SANCY LES CHEMINOTS;100;2;1189
2;JEANCOURT;273;2;1195
2;AMBRIEF;69;2;1056
2;BERTRICOURT;167;2;1302
2;CROIX FONSOMME;253;2;1020
2;COURCELLES SUR VESLE;355;2;1065
2;ALAINCOURT;546;2;1146
2;PIERREMANDE;285;2;832
2;BOURGUIGNON SOUS MONTBAVIN;155;2;1135
2;MARFONTAINE;84;2;1093
2;JUMENCOURT;150;2;1495
2;REMIES;234;2;1124
2;MONTBREHAIN;823;2;867
2;BRAYE EN THIERACHE;145;2;777
2;ALLEMANT;175;2;1485
2;PUISIEUX ET CLANLIEU;291;2;623
2;VALLEE AU BLE;363;2;792
2;CHAUDUN;249;2;1069
2;BEAUME;95;2;777
2;MAREST DAMPCOURT;361;2;932
2;NOYANT ET ACONIN;503;2;1667
2;CONCEVREUX;280;2;1493
2;SAINT MARD;111;2;1507
2;DURY;222;2;738
2;NOROY SUR OURCQ;133;2;1254
2;THENELLES;551;2;845
2;SEQUEHART;206;2;1004
2;BRECY;343;2;1165
2;MARTIGNY COURPIERRE;119;2;748
2;BONNESVALYN;243;2;1522
2;SOIZE;100;2;438
2;SAINT PIERREMONT;45;2;1293
2;BENAY;208;2;1175
2;DAGNY LAMBERCY;128;2;483
2;MISSY AUX BOIS;99;2;1364
2;ROMENY SUR MARNE;500;2;1880
2;PASSY EN VALOIS;156;2;1501
2;BERTHENICOURT;202;2;1205
2;BUSSIARES;149;2;1398
2;FONSOMME;477;2;682
2;HERIE;150;2;584
2;FRESNES EN TARDENOIS;268;2;1383
2;SERCHES;312;2;1223
2;CRAONNE;80;2;1238
2;VASSENS;157;2;2706
2;TORCY EN VALOIS;78;2;1796
2;CHIGNY;150;2;1429
2;SOURD;167;2;772
2;FROIDMONT COHARTILLE;266;2;706
2;LAIGNY;197;2;1170
2;BEUGNEUX;110;2;1082
2;VAUXAILLON;532;2;759
2;ESSIGNY LE PETIT;349;2;558
2;SERMOISE;344;2;1401
2;GERCY;284;2;570
2;SELVE;221;2;1216
2;ANNOIS;365;2;906
2;DOHIS;97;2;551
2;LANDRICOURT;140;2;1288
2;BOSMONT SUR SERRE;196;2;961
2;FONTAINE LES CLERCS;259;2;1188
2;MAREUIL EN DOLE;244;2;564
2;LAVERSINE;160;2;1713
2;BERGUES SUR SAMBRE;213;2;872
2;VASSOGNE;86;2;1032
2;SAINTE PREUVE;83;2;854
2;LAPPION;272;2;1158
2;FROIDESTREES;181;2;910
2;BOIS LES PARGNY;203;1;1325
2;NEUVILLE HOUSSET;66;1;446
2;VAUCELLES ET BEFFECOURT;261;1;2113
2;LOR;145;1;1260
2;JONCOURT;303;1;625
2;MACHECOURT;122;1;982
2;CHIVRES VAL;538;1;1197
2;RIBEAUVILLE;66;1;833
2;ARTEMPS;369;1;1188
2;VERNEUIL SOUS COUCY;127;1;1082
2;MONCEAU LE WAAST;216;1;1096
2;MACOGNY;77;1;979
2;COUVRELLES;188;1;1088
2;AIZELLES;123;1;759
2;MONT SAINT JEAN;71;1;772
2;SAINT MARTIN RIVIERE;121;1;898
2;LEUILLY SOUS COUCY;411;1;900
2;BERLISE;115;1;495
2;BESNY ET LOIZY;359;1;1103
2;FRESNES SOUS COUCY;160;1;1591
2;PARGNY LES BOIS;129;1;734
2;MONTCHALONS;76;1;3333
2;NAMPTEUIL SOUS MURET;100;1;530
2;CRAONNELLE;117;1;993
2;NEUVILLETTE;187;1;1354
2;BRENY;248;1;789
2;SAINTE CROIX;126;1;1889
2;BERRY AU BAC;655;1;625
2;OULCHES LA VALLEE FOULON;89;1;741
2;SELENS;251;1;1157
2;HAUTEVILLE;162;1;600
2;NEUVILLE BOSMONT;191;1;623
2;CROIX SUR OURCQ;108;1;432
2;PROIX;147;1;1938
2;CHAMOUILLE;289;1;1224
2;VENDHUILE;561;1;818
2;MESNIL SAINT LAURENT;464;1;1314
2;GOUSSANCOURT;120;1;1108
2;ETREPILLY;114;1;1071
2;GIBERCOURT;43;1;777
2;SAINT AUBIN;297;1;2279
2;LEUZE;171;1;857
2;IRON;245;1;569
2;BERLANCOURT;113;1;1625
2;BOUFFIGNEREUX;103;1;1704
2;BUCY LES PIERREPONT;416;1;912
2;PLESSIER HULEU;72;1;2750
2;LIERVAL;115;1;1112
2;VENDELLES;117;1;1685
2;ORGEVAL;66;1;1349
2;POUILLY SUR SERRE;513;1;774
2;VAUX EN VERMANDOIS;149;1;1000
2;NOUVION LE VINEUX;164;1;1636
2;VOULPAIX;389;1;421
2;MOLAIN;153;1;860
2;SONS ET RONCHERES;238;1;1371
2;FONTENELLE;274;1;1410
2;AUGY;87;1;1000
2;BURELLES;129;1;640
2;FAYET;664;1;2050
2;LANISCOURT;177;1;1618
2;AGNICOURT ET SECHELLES;179;1;1266
2;ATTILLY;368;1;1471
2;GLAND;452;1;1817
2;BONCOURT;261;1;722
2;COLLIGIS CRANDELAIN;241;1;649
2;EBOULEAU;204;1;1433
2;CONDE SUR AISNE;358;1;1585
2;GOUDELANCOURT LES BERRIEUX;55;1;1439
2;VILLE AUX BOIS LES DIZY;208;1;891
2;PARGNAN;76;1;1111
2;BOUCONVILLE VAUCLAIR;185;1;918
2;VENDRESSE BEAULNE;106;1;403
2;COURTEMONT VARENNES;329;1;1358
2;CHERY LES ROZOY;83;1;460
2;LAFFAUX;149;1;1275
2;BELLICOURT;604;1;1265
2;LY FONTAINE;123;1;461
2;VILLE AUX BOIS LES PONTAVERT;140;1;1183
2;JUMIGNY;64;1;1176
2;FRANCILLY SELENCY;443;1;595
2;TERNY SORNY;328;1;1222
2;ITANCOURT;1034;1;2580
2;HOUSSET;152;1;500
2;THUEL;175;1;847
2;PLOISY;76;1;1390
2;VERNEUIL SUR SERRE;249;1;525
2;SORBAIS;282;1;1038
2;PONT SAINT MARD;203;1;1364
2;CERSEUIL;89;1;1534
2;LONGPONT;268;1;633
2;LICY CLIGNON;75;1;1100
2;CONTESCOURT;61;1;917
2;NOYALES;169;1;380
2;MONTHENAULT;154;1;714
2;BRISSY HAMEGICOURT;654;1;809
2;GERGNY;135;1;764
2;NANTEUIL LA FOSSE;190;1;1485
2;MORTIERS;188;1;1091
2;ROZET SAINT ALBIN;308;1;902
2;CRAMAILLE;138;1;1705
2;CHARMEL;318;1;1583
2;GOUDELANCOURT LES PIERREPONT;136;1;2117
2;SACONIN ET BREUIL;240;1;1813
2;CILLY;201;1;1290
2;BELLENGLISE;384;1;2622
2;SAINT NICOLAS AUX BOIS;120;1;947
2;CAULAINCOURT;146;1;806
2;IVIERS;228;1;1379
2;BRISSAY CHOIGNY;300;1;1194
2;BRUNEHAMEL;472;1;602
2;ROMERY;85;1;1211
2;MAISSEMY;242;1;569
2;BUCY LES CERNY;210;1;1010
2;HOURY;50;1;605
2;GUYENCOURT;251;1;632
2;AMIFONTAINE;413;1;2012
2;MAGNY LA FOSSE;125;1;1050
2;WATIGNY;377;1;696
2;CHEVENNES;130;1;870
2;PIGNICOURT;197;1;1692
2;BECQUIGNY;260;1;955
2;EFFRY;329;1;850
2;CERNY EN LAONNOIS;65;1;1529
2;VESLES ET CAUMONT;227;1;971
2;CELLES LES CONDE;84;1;1714
2;BAGNEUX;71;1;1554
2;LESGES;100;1;845
2;TREFCON;87;1;1040
2;MEZIERES SUR OISE;517;1;957
2;PANCY COURTECON;58;1;1304
2;VREGNY;91;1;1606
2;PREMONT;706;1;545
2;VIEL ARCY;183;1;667
2;CHEVRESIS MONCEAU;360;1;359
2;SAINT CHRISTOPHE BERRY;443;1;1375
2;FORESTE;169;1;857
2;FLUQUIERES;222;1;556
2;CHAOURSE;535;1;954
2;HAPPENCOURT;135;1;771
2;HAUTEVESNES;172;1;1394
2;CERNY LES BUCY;114;1;2083
2;BRAY SAINT CHRISTOPHE;68;1;1841
2;ESTREES;410;1;1278
3;VICHY;24383;297;1427
3;MOULINS;19613;201;1349
3;MONTLUCON;36147;117;916
3;YZEURE;13230;111;1321
3;CUSSET;12757;81;1213
3;BELLERIVE SUR ALLIER;8501;60;1600
3;GANNAT;5836;42;1183
3;SAINT POURCAIN SUR SIOULE;5142;31;1203
3;BOURBON L ARCHAMBAULT;2550;29;1183
3;DOMERAT;8819;28;1016
3;VARENNES SUR ALLIER;3561;25;892
3;AVERMES;3907;24;1446
3;SOUVIGNY;1866;19;1104
3;ABREST;2923;19;1385
3;DOMPIERRE SUR BESBRE;3052;18;920
3;SAINT GERMAIN DES FOSSES;3694;18;1106
3;COMMENTRY;6262;18;878
3;TREVOL;1622;17;1375
3;LAPALISSE;3105;17;891
3;NEUILLY LE REAL;1458;16;1047
3;BESSAY SUR ALLIER;1339;16;1135
3;NEUVY;1593;16;1404
3;CREUZIER LE VIEUX;3295;15;1493
3;VENDAT;2199;15;1060
3;LURCY LEVIS;1906;14;872
3;DIOU;1403;13;903
3;SAINT YORRE;2637;12;1359
3;LUSIGNY;1698;11;1265
3;BEAULON;1664;11;772
3;VILLENEUVE SUR ALLIER;1067;11;1171
3;NOYANT D ALLIER;653;11;707
3;BUXIERES LES MINES;1059;10;794
3;PIERREFITTE SUR LOIRE;508;10;1053
3;DESERTINES;4387;10;1158
3;TOULON SUR ALLIER;1139;10;1414
3;HURIEL;2664;9;939
3;NERIS LES BAINS;2603;9;1014
3;BELLENAVES;1022;9;952
3;FLEURIEL;337;8;815
3;SAINT REMY EN ROLLAT;1695;8;1271
3;MOLINET;1161;8;1235
3;BIOZAT;832;8;1010
3;SAINT PONT;644;8;1447
3;EBREUIL;1260;8;1167
3;MAGNET;982;8;992
3;HAUTERIVE;1181;8;952
3;SALIGNY SUR ROUDON;687;7;1074
3;CHEVAGNES;667;7;859
3;SERBANNES;827;7;1332
3;MAYET DE MONTAGNE;1384;7;972
3;SAINT PLAISIR;384;7;767
3;YGRANDE;775;7;695
3;BESSON;771;7;1084
3;BUSSET;940;7;1274
3;VILLEBRET;1319;7;1132
3;CHARROUX;362;6;1445
3;BREUIL;534;6;1065
3;CRESSANGES;630;6;754
3;ESCUROLLES;768;6;1149
3;BRUGHEAS;1473;6;1263
3;FRANCHESSE;467;6;1019
3;CESSET;406;6;2041
3;ESPINASSE VOZELLE;1003;6;1625
3;VALLON EN SULLY;1578;6;762
3;MONTILLY;516;6;1472
3;CHARMEIL;948;6;1582
3;THIEL SUR ACOLIN;1117;6;1003
3;BOUCE;514;6;896
3;SAINT MENOUX;1016;6;1679
3;POUZY MESANGY;403;6;809
3;BRESNAY;378;5;1312
3;LAPRUGNE;318;5;2050
3;SAINT GERAND DE VAUX;386;5;1277
3;COSNE D ALLIER;2046;5;965
3;BILLY;781;5;1164
3;LOUROUX DE BOUBLE;243;5;1062
3;VERNET;1932;5;1010
3;SAINT HILAIRE;539;5;1063
3;BRESSOLLES;1099;5;1546
3;SAINT LEON;575;5;875
3;GARNAT SUR ENGIEVRE;699;5;1178
3;LALIZOLLE;358;5;1755
3;SAINT GERAND LE PUY;1010;5;868
3;PREMILHAT;2439;5;1632
3;SAINT BONNET TRONCAIS;722;5;745
3;HAUT BOCAGE;892;4;862
3;BROUT VERNET;1182;4;717
3;ARFEUILLES;660;4;751
3;SAINT ETIENNE DE VICQ;521;4;793
3;DONJON;1064;4;1012
3;MONETAY SUR ALLIER;505;4;843
3;BEZENET;974;4;990
3;SAULCET;712;4;1098
3;SAINT DESIRE;440;4;759
3;COULANDON;652;4;1205
3;ECHASSIERES;390;4;984
3;CINDRE;301;4;1047
3;NIZEROLLES;327;4;858
3;MARCILLAT EN COMBRAILLE;898;4;921
3;CHATILLON;316;4;1089
3;COULEUVRE;563;4;1576
3;CHANTELLE;1064;4;1219
3;BAYET;707;4;1051
3;SAINT GERMAIN DE SALLES;424;4;1124
3;ESTIVAREILLES;1107;4;1148
3;MARIOL;795;4;1003
3;GENNETINES;671;4;1286
3;COGNAT LYONNE;702;4;1136
3;SAINT LEOPARDIN D AUGY;358;4;504
3;GIPCY;239;4;855
3;TREIGNAT;416;4;1294
3;MEILLARD;315;3;1182
3;VAUX;1096;3;1161
3;CHAPELLE AUX CHASSES;212;3;658
3;CHOUVIGNY;220;3;690
3;TRONGET;907;3;924
3;CHASSENARD;969;3;1085
3;VILLEFRANCHE D ALLIER;1352;3;716
3;FOURILLES;196;3;832
3;TREBAN;394;3;924
3;SAINT VICTOR;2113;3;843
3;VEURDRE;454;3;541
3;CELLE;414;3;763
3;TREZELLES;398;3;1057
3;MERCY;263;3;1227
3;VAUMAS;538;3;831
3;BAGNEUX;318;3;832
3;BILLEZOIS;387;3;783
3;HERISSON;627;3;634
3;MONTVICQ;716;3;960
3;CHATEL DE NEUVRE;547;3;555
3;MONTBEUGNY;691;3;1238
3;MONTEIGNET SUR L ANDELOT;267;3;965
3;CREUZIER LE NEUF;1157;3;1136
3;BERT;247;3;553
3;LIMOISE;159;3;887
3;MONTOLDRE;638;3;969
3;LAVAULT SAINTE ANNE;1170;3;1299
3;SAINT LOUP;559;3;1218
3;SAINT PRIX;789;3;1202
3;MEAULNE VITRAY;889;3;1290
3;MONTCOMBROUX LES MINES;320;3;1189
3;CHEMILLY;634;3;1091
3;VILHAIN;268;2;456
3;THEIL;410;2;914
3;SAINT DIDIER LA FORET;385;2;676
3;ARRONNES;377;2;1090
3;AVRILLY;134;2;679
3;SAINT BONNET DE ROCHEFORT;691;2;1667
3;COULANGES;349;2;1094
3;DENEUILLE LES CHANTELLE;81;2;911
3;BOUCHAUD;214;2;791
3;COUZON;291;2;1023
3;LANGY;276;2;918
3;SAINT VOIR;194;2;1152
3;MAYET D ECOLE;270;2;963
3;SAINT GENEST;404;2;1560
3;DURDAT LAREQUILLE;1343;2;715
3;AUTRY ISSARDS;326;2;644
3;RONGERES;568;2;1234
3;MONTAIGU LE BLIN;306;2;2247
3;CHABANNE;189;2;800
3;CHAPEAU;230;2;760
3;MARIGNY;201;2;1025
3;SAINT ENNEMOND;638;2;506
3;DOYET;1193;2;1102
3;PERIGNY;447;2;1204
3;SAINT SAUVIER;354;2;880
3;VERNEUIL EN BOURBONNAIS;250;2;2045
3;VERNUSSE;155;2;1924
3;BRANSAT;504;2;936
3;SAINT ANGEL;745;2;992
3;SAINT POURCAIN SUR BESBRE;437;2;764
3;LOUROUX DE BEAUNE;170;2;720
3;CHAPELAUDE;1002;2;1043
3;MAZIRAT;281;2;937
3;URCAY;266;2;873
3;SEUILLET;507;2;1303
3;MONTAIGUET EN FOREZ;314;2;847
3;SUSSAT;102;2;1297
3;NASSIGNY;179;2;1459
3;MONTET;467;2;971
3;AINAY LE CHATEAU;1006;2;577
3;BLOMARD;237;2;1066
3;HYDS;321;2;672
3;ETROUSSAT;636;2;997
3;MONTMARAULT;1520;2;851
3;CONTIGNY;597;2;1005
3;JENZAT;511;2;730
3;COUTANSOUZE;153;1;500
3;COLOMBIER;332;1;733
3;LOUCHY MONTFAND;440;1;1282
3;MURAT;295;1;750
3;ROCLES;379;1;625
3;NADES;152;1;1767
3;SAINT AUBIN LE MONIAL;263;1;820
3;DEUX CHAISES;399;1;458
3;MONETAY SUR LOIRE;266;1;736
3;AGONGES;312;1;773
3;LIGNEROLLES;748;1;566
3;VIEURE;277;1;847
3;MONESTIER;283;1;404
3;SANSSAT;271;1;631
3;CHAMBERAT;307;1;486
3;MALICORNE;806;1;894
3;SAUVAGNY;92;1;1472
3;CHEZELLE;182;1;1058
3;CHATELUS;112;1;563
3;CHATEL MONTAGNE;359;1;1153
3;PARAY SOUS BRIAILLES;635;1;1491
3;MAZERIER;299;1;1220
3;VALIGNY;376;1;375
3;JALIGNY SUR BESBRE;587;1;909
3;LIERNOLLES;210;1;1250
3;VICQ;330;1;2408
3;SORBIER;313;1;3900
3;TARGET;257;1;941
3;RONNET;175;1;754
3;THIONNE;325;1;589
3;AUROUER;416;1;1330
3;PARAY LE FRESIL;387;1;526
3;ISSERPENT;525;1;956
3;GOUISE;220;1;1063
3;SAINT PRIEST D ANDELOT;144;1;781
3;BEAUNE D ALLIER;290;1;423
3;BEGUES;227;1;1140
3;MARCENAT;403;1;1291
3;MESPLES;127;1;738
3;CERILLY;1313;1;1200
3;CHAPPES;220;1;1869
3;CHARMES;396;1;1601
3;FERTE HAUTERIVE;294;1;1354
3;CHAPELLE;372;1;1129
3;LUNEAU;299;1;1087
3;TAXAT SENAT;205;1;1600
3;LODDES;162;1;714
3;CHATELPERRON;147;1;625
3;FERRIERES SUR SICHON;563;1;385
3;PETITE MARCHE;182;1;478
3;MOLLES;888;1;917
3;NEURE;184;1;1210
3;USSEL D ALLIER;160;1;1125
3;SAINT PIERRE LAVAL;365;1;374
3;SAULZET;389;1;1495
3;MEILLERS;141;1;1398
4;MANOSQUE;21868;297;2064
4;DIGNE LES BAINS;16186;215;1627
4;ALLOS;747;146;1959
4;GREOUX LES BAINS;2611;136;2644
4;UVERNET FOURS;584;105;2332
4;ORAISON;5917;81;2135
4;BARCELONNETTE;2610;79;2059
4;FORCALQUIER;4966;72;2331
4;SISTERON;7341;71;1652
4;CHATEAU ARNOUX SAINT AUBAN;5162;51;1744
4;PIERREVERT;3743;46;2490
4;ENCHASTRAYES;394;43;1797
4;SEYNE;1348;42;1550
4;MONTCLAR;414;41;1814
4;VILLENEUVE;4136;40;2306
4;SAINTE TULLE;3409;39;1974
4;PEYRUIS;2867;38;1710
4;VALENSOLE;3195;37;2164
4;VOLX;3153;34;2130
4;MEES;3700;32;2048
4;CASTELLANE;1547;24;2169
4;VOLONNE;1648;24;1911
4;SAINT ETIENNE LES ORGUES;1273;23;2035
4;REILLANNE;1653;22;2174
4;RIEZ;1848;21;1936
4;CERESTE;1199;21;2212
4;BANON;970;19;2308
4;JAUSIERS;1129;19;1573
4;SAINT MAIME;847;17;1921
4;BEAUVEZER;376;16;2159
4;ANNOT;1046;16;1816
4;ALLEMAGNE EN PROVENCE;529;14;1805
4;MALIJAI;1984;14;1696
4;SAINT MICHEL L OBSERVATOIRE;1239;14;2127
4;COLMARS;463;14;1700
4;CORBIERES EN PROVENCE;1173;13;2524
4;ESCALE;1399;13;2104
4;SELONNET;451;13;1707
4;THOARD;710;12;1729
4;MANE;1358;12;2659
4;SAINT MARTIN DE BROMES;571;12;2129
4;DAUPHIN;824;11;2638
4;THUILES;395;11;1892
4;PEIPIN;1468;11;1936
4;MEAILLES;112;10;2854
4;AIGLUN;1412;10;2149
4;BRILLANNE;1142;10;2033
4;BRUSQUET;957;10;1803
4;VACHERES;274;9;2149
4;VILLARS COLMARS;252;9;1506
4;PIERRERUE;479;9;2412
4;BRAS D ASSE;574;9;1912
4;QUINSON;427;9;1888
4;CRUIS;643;9;2768
4;SAINT ANDRE LES ALPES;1008;9;1934
4;SIMIANE LA ROTONDE;594;8;2058
4;MALLEMOISSON;1052;8;2484
4;MALLEFOUGASSE AUGES;326;8;2591
4;BARREME;439;8;1125
4;UBAYE SERRE PONCON;730;8;1831
4;MONTAGNAC MONTPEZAT;421;8;1819
4;THORAME HAUTE;237;8;1341
4;MOTTE DU CAIRE;558;7;1930
4;SAINT PONS;640;7;1744
4;PUIMOISSON;739;7;1730
4;THORAME BASSE;222;7;1317
4;ESPARRON DE VERDON;406;7;2470
4;MISON;1117;7;1742
4;SAUSSES;124;6;1844
4;SALIGNAC;633;6;2618
4;SAINT PAUL SUR UBAYE;193;6;1387
4;SIGONCE;429;6;1955
4;ENTREVAUX;869;6;2075
4;BAYONS;180;6;2295
4;MIRABEAU;511;6;1950
4;MOUSTIERS SAINTE MARIE;701;6;3627
4;MURE ARGENS;330;6;1012
4;REVEST DU BION;568;6;1323
4;MEOLANS REVEL;337;6;1272
4;PEYROULES;234;5;1437
4;ROUMOULES;742;5;1634
4;LARDIERS;119;5;1528
4;SAINTE CROIX DU VERDON;119;5;2462
4;AUBIGNOSC;586;5;1593
4;ENTREPIERRES;380;5;2780
4;VERNET;130;5;1262
4;SAINT JULIEN D ASSE;204;4;2827
4;ESTOUBLON;483;4;1403
4;MORIEZ;231;4;973
4;SAINT VINCENT SUR JABRON;194;4;2662
4;CHATEAUNEUF VAL SAINT DONAT;506;4;2129
4;TARTONNE;136;4;1753
4;AUZET;98;4;932
4;ROBINE SUR GALABRE;306;4;1677
4;PALUD SUR VERDON;344;4;1852
4;CONDAMINE CHATELARD;158;4;792
4;LURS;383;4;2545
4;MEZEL;660;4;1686
4;THEZE;233;4;2398
4;PRADS HAUTE BLEONE;184;4;1008
4;TURRIERS;321;4;2018
4;NOYERS SUR JABRON;516;4;2245
4;SAINT PIERRE;97;4;1622
4;ROUGON;105;4;2648
4;GARDE;75;3;1215
4;SAUMANE;115;3;1709
4;SAINT BENOIT;152;3;2853
4;REVEST DES BROUSSES;270;3;1013
4;ONGLES;371;3;2793
4;DRAIX;118;3;2307
4;JAVIE;397;3;976
4;VERGONS;112;3;1371
4;VAUMEILH;259;3;1378
4;BRUNET;267;3;1590
4;SAINT JURS;138;3;1716
4;CLUMANC;211;3;1089
4;BEVONS;235;3;1861
4;SAINT LAURENT DU VERDON;97;3;2388
4;MARCOUX;482;3;2451
4;FAUCON DE BARCELONNETTE;304;2;2628
4;ROCHETTE;67;2;1226
4;CHATEAUNEUF MIRAVAIL;71;2;1824
4;VAL D ORONAYE;118;2;1880
4;LIMANS;364;2;2018
4;LAUZET UBAYE;198;2;1708
4;BRAUX;123;2;2128
4;SENEZ;167;2;586
4;CHAMPTERCIER;818;2;3867
4;CLARET;268;2;2583
4;VILLEMUS;185;2;2134
4;BARLES;136;2;858
4;ENTREVENNES;165;2;1709
4;CASTELLET;289;2;2067
4;HOSPITALET;90;2;1847
4;PUIMICHEL;232;2;1337
4;VAL DE CHALVAGNE;88;2;1200
4;ANGLES;66;2;1236
4;CURBANS;576;2;2935
4;SOLEILHAS;110;2;1258
4;MONTFURON;216;1;1333
4;FONTIENNE;129;1;2531
4;HAUTES DUYES;43;1;4025
4;SAINT JACQUES;71;1;833
4;SOURRIBES;179;1;1687
4;VENTEROL;249;1;1684
4;CUREL;57;1;4110
4;VALERNES;253;1;1758
4;GANAGOBIE;91;1;2353
4;VERDACHES;61;1;630
4;MONTFORT;337;1;2406
4;CAIRE;68;1;1205
4;FUGERET;195;1;1636
4;ALLONS;149;1;1048
4;MONTLAUX;192;1;1207
4;BARRAS;138;1;2336
4;VALAVOIRE;42;1;1602
4;MONTJUSTIN;57;1;4787
4;BEAUJEU;133;1;719
4;PIEGUT;178;1;2111
4;CASTELLET LES SAUSSES;134;1;2110
4;SAINT GENIEZ;94;1;2375
4;MELVE;115;1;2541
4;LAMBRUISSE;98;1;1182
4;REVEST SAINT MARTIN;77;1;1573
4;FAUCON DU CAIRE;50;1;1121
4;ENTRAGES;106;1;741
4;CASTELLARD MELAN;64;1;1856
4;SAINTE CROIX LAUZE;86;1;2974
4;NIOZELLES;273;1;2213
4;AUBENAS LES ALPES;101;1;3163
4;ROCHEGIRON;97;1;3571
4;BEYNES;128;1;1438
5;GAP;40805;407;2184
5;BRIANCON;11950;193;2266
5;DEVOLUY;990;154;1838
5;EMBRUN;6174;112;2712
5;VARS;527;73;2914
5;ORCIERES;710;73;1807
5;RISOUL;641;70;2991
5;SALLE LES ALPES;1012;69;3481
5;SAINT CHAFFREY;1635;57;3412
5;ORRES;575;56;2596
5;PUY SAINT VINCENT;284;47;1848
5;MONTGENEVRE;483;39;3914
5;VEYNES;3161;37;1511
5;ANCELLE;910;37;2176
5;GUILLESTRE;2314;35;2087
5;MONETIER LES BAINS;1040;34;3576
5;CHORGES;2891;30;2443
5;SAINT LEGER LES MELEZES;344;29;1785
5;VALLOUISE PELVOUX;1230;28;2542
5;SAINT BONNET EN CHAMPSAUR;2025;19;1778
5;LARAGNE MONTEGLIN;3485;19;1415
5;VAL BUECH MEOUGE;1352;16;1491
5;SAULCE;1516;16;2024
5;SAINT MICHEL DE CHAILLOL;324;16;1817
5;SAINT FIRMIN;465;15;1705
5;TALLARD;2168;15;2099
5;SAVINES LE LAC;1057;14;2674
5;MOLINES EN QUEYRAS;303;12;3007
5;SERRES;1293;12;1567
5;CEILLAC;293;11;3077
5;CROTS;1052;11;2281
5;LAYE;230;11;1961
5;MANTEYER;426;10;2307
5;NEVACHE;357;10;2770
5;CHATEAUROUX LES ALPES;1171;10;2760
5;VILLAR SAINT PANCRACE;1471;10;2902
5;BATIE NEUVE;2506;10;2943
5;VAL DES PRES;655;9;2498
5;ROCHE DES ARNAUDS;1514;8;1890
5;AIGUILLES;428;8;1338
5;REALLON;258;8;2200
5;GRAVE;484;8;3214
5;ASPREMONT;350;7;1167
5;SAINT CREPIN;722;7;2407
5;ESPINASSES;762;7;1474
5;EYGLIERS;776;7;2545
5;POLIGNY;299;7;1345
5;VIGNEAUX;535;6;2576
5;ROCHE DE RAME;827;6;1817
5;ORPIERRE;352;6;1811
5;SAINT JEAN SAINT NICOLAS;1019;6;2291
5;SAINT CLEMENT SUR DURANCE;300;6;1593
5;ARGENTIERE LA BESSEE;2293;6;1849
